N01,Temperature,29.686694,Time,0.136385
CN,1,DD, Time,0.136,Dest,0
N02,Temperature,23.991655,Time,0.136385
CN,2,DD, Time,0.136,Dest,0
N03,Temperature,31.757944,Time,0.136385
CN,3,DD, Time,0.136,Dest,0
N04,Temperature,16.381381,Time,0.136385
CN,4,DD, Time,0.136,Dest,0
N01,Temperature,20.964516,Time,0.146385
CN,1,DD, Time,0.146,Dest,0
N02,Temperature,23.846047,Time,0.146385
CN,2,DD, Time,0.146,Dest,0
N03,Temperature,16.548731,Time,0.146385
CN,3,DD, Time,0.146,Dest,0
N04,Temperature,32.209098,Time,0.146385
CN,4,DD, Time,0.146,Dest,0
AP,Message,1
Message,N2,0.016445 delay,0.136385 0.152830
N01,Temperature,25.091299,Time,0.156385
CN,1,DD, Time,0.156,Dest,0
N02,Temperature,16.663929,Time,0.156385
CN,2,DD, Time,0.156,Dest,0
N03,Temperature,23.252826,Time,0.156385
CN,3,DD, Time,0.156,Dest,0
N04,Temperature,25.703784,Time,0.156385
CN,4,DD, Time,0.156,Dest,0
AP,Message,1
Message,N2,0.005297 delay,0.156385 0.161682
AP,Message,1
Message,N2,0.017277 delay,0.146385 0.163662
N01,Temperature,18.372696,Time,0.171562
CN,1,DD, Time,0.172,Dest,0
N02,Temperature,19.320732,Time,0.171562
CN,2,DD, Time,0.172,Dest,0
N03,Temperature,28.191390,Time,0.171562
CN,3,DD, Time,0.172,Dest,0
N04,Temperature,19.337773,Time,0.171562
CN,4,DD, Time,0.172,Dest,0
AP,Message,1
Message,N3,0.037128 delay,0.136385 0.173513
AP,Message,1
Message,N3,0.003871 delay,0.171562 0.175433
AP,Message,1
Message,N1,0.041049 delay,0.136385 0.177433
AP,Message,1
Message,N2,0.007892 delay,0.171562 0.179454
AP,Message,1
Message,N3,0.035029 delay,0.146385 0.181414
N01,Temperature,17.408795,Time,0.181562
CN,1,DD, Time,0.182,Dest,0
N02,Temperature,27.759938,Time,0.181562
CN,2,DD, Time,0.182,Dest,0
N03,Temperature,35.612384,Time,0.181562
CN,3,DD, Time,0.182,Dest,0
N04,Temperature,32.448901,Time,0.181562
CN,4,DD, Time,0.182,Dest,0
AP,Message,1
Message,N2,0.001893 delay,0.181562 0.183455
AP,Message,1
Message,N1,0.013874 delay,0.171562 0.185435
AP,Message,1
Message,N3,0.005834 delay,0.181562 0.187396
AP,Message,1
Message,N1,0.043191 delay,0.146385 0.189576
N01,Temperature,31.383108,Time,0.191562
CN,1,DD, Time,0.192,Dest,0
N02,Temperature,20.745463,Time,0.191562
CN,2,DD, Time,0.192,Dest,0
N03,Temperature,23.959610,Time,0.191562
CN,3,DD, Time,0.192,Dest,0
N04,Temperature,32.660185,Time,0.191562
CN,4,DD, Time,0.192,Dest,0
AP,Message,1
Message,N3,0.035352 delay,0.156385 0.191737
AP,Message,1
Message,N3,0.002115 delay,0.191562 0.193677
AP,Message,1
Message,N1,0.014076 delay,0.181562 0.195638
AP,Message,1
Message,N2,0.006216 delay,0.191562 0.197778
AP,Message,1
Message,N1,0.043334 delay,0.156385 0.199719
N01,Temperature,26.009313,Time,0.201562
CN,1,DD, Time,0.202,Dest,0
N02,Temperature,23.509348,Time,0.201562
CN,2,DD, Time,0.202,Dest,0
N03,Temperature,20.348239,Time,0.201562
CN,3,DD, Time,0.202,Dest,0
N04,Temperature,27.993338,Time,0.201562
CN,4,DD, Time,0.202,Dest,0
AP,Message,1
Message,N1,0.010378 delay,0.191562 0.201939
AP,Message,1
Message,N2,0.002338 delay,0.201562 0.203900
AP,Message,1
Message,N1,0.004339 delay,0.201562 0.205901
AP,Message,1
Message,N3,0.006599 delay,0.201562 0.208161
N01,Temperature,23.863691,Time,0.211562
CN,1,DD, Time,0.212,Dest,0
N02,Temperature,26.013096,Time,0.211562
CN,2,DD, Time,0.212,Dest,0
N03,Temperature,31.220126,Time,0.211562
CN,3,DD, Time,0.212,Dest,0
N04,Temperature,21.006661,Time,0.211562
CN,4,DD, Time,0.212,Dest,0
AP,Message,1
Message,N3,0.001716 delay,0.211562 0.213278
AP,Message,1
Message,N2,0.003777 delay,0.211562 0.215339
AP,Message,1
Message,N1,0.005757 delay,0.211562 0.217319
N01,Temperature,19.012024,Time,0.221562
CN,1,DD, Time,0.222,Dest,0
N02,Temperature,26.174934,Time,0.221562
CN,2,DD, Time,0.222,Dest,0
N03,Temperature,28.932572,Time,0.221562
CN,3,DD, Time,0.222,Dest,0
N04,Temperature,26.327205,Time,0.221562
CN,4,DD, Time,0.222,Dest,0
AP,Message,1
Message,N1,0.001716 delay,0.221562 0.223278
AP,Message,1
Message,N3,0.003697 delay,0.221562 0.225259
AP,Message,1
Message,N2,0.006077 delay,0.221562 0.227639
N01,Temperature,15.532239,Time,0.231562
CN,1,DD, Time,0.232,Dest,0
N02,Temperature,35.641720,Time,0.231562
CN,2,DD, Time,0.232,Dest,0
N03,Temperature,23.438877,Time,0.231562
CN,3,DD, Time,0.232,Dest,0
N04,Temperature,12.415844,Time,0.231562
CN,4,DD, Time,0.232,Dest,0
AP,Message,1
Message,N2,0.002723 delay,0.231562 0.234284
AP,Message,1
Message,N1,0.004963 delay,0.231562 0.236525
AP,Message,1
Message,N3,0.007204 delay,0.231562 0.238765
N01,Temperature,22.400967,Time,0.241562
CN,1,DD, Time,0.242,Dest,0
N02,Temperature,30.643615,Time,0.241562
CN,2,DD, Time,0.242,Dest,0
N03,Temperature,21.672439,Time,0.241562
CN,3,DD, Time,0.242,Dest,0
N04,Temperature,28.873971,Time,0.241562
CN,4,DD, Time,0.242,Dest,0
AP,Message,1
Message,N3,0.001776 delay,0.241562 0.243338
AP,Message,1
Message,N2,0.003977 delay,0.241562 0.245539
AP,Message,1
Message,N1,0.005937 delay,0.241562 0.247499
N01,Temperature,23.179005,Time,0.251562
CN,1,DD, Time,0.252,Dest,0
N02,Temperature,26.522948,Time,0.251562
CN,2,DD, Time,0.252,Dest,0
N03,Temperature,29.247597,Time,0.251562
CN,3,DD, Time,0.252,Dest,0
N04,Temperature,30.843227,Time,0.251562
CN,4,DD, Time,0.252,Dest,0
AP,Message,1
Message,N1,0.001796 delay,0.251562 0.253358
AP,Message,1
Message,N3,0.003897 delay,0.251562 0.255459
AP,Message,1
Message,N2,0.005857 delay,0.251562 0.257419
N01,Temperature,23.460298,Time,0.261562
CN,1,DD, Time,0.262,Dest,0
N02,Temperature,30.121942,Time,0.261562
CN,2,DD, Time,0.262,Dest,0
N03,Temperature,16.741841,Time,0.261562
CN,3,DD, Time,0.262,Dest,0
N04,Temperature,26.441989,Time,0.261562
CN,4,DD, Time,0.262,Dest,0
AP,Message,1
Message,N2,0.001676 delay,0.261562 0.263238
AP,Message,1
Message,N1,0.003737 delay,0.261562 0.265299
AP,Message,1
Message,N3,0.005757 delay,0.261562 0.267319
N01,Temperature,21.874639,Time,0.271562
CN,1,DD, Time,0.272,Dest,0
N02,Temperature,17.504033,Time,0.271562
CN,2,DD, Time,0.272,Dest,0
N03,Temperature,27.301717,Time,0.271562
CN,3,DD, Time,0.272,Dest,0
N04,Temperature,25.469119,Time,0.271562
CN,4,DD, Time,0.272,Dest,0
AP,Message,1
Message,N3,0.002076 delay,0.271562 0.273638
AP,Message,1
Message,N1,0.004097 delay,0.271562 0.275659
AP,Message,1
Message,N2,0.006097 delay,0.271562 0.277659
N01,Temperature,22.908900,Time,0.281562
CN,1,DD, Time,0.282,Dest,0
N02,Temperature,23.112734,Time,0.281562
CN,2,DD, Time,0.282,Dest,0
N03,Temperature,15.841739,Time,0.281562
CN,3,DD, Time,0.282,Dest,0
N04,Temperature,27.734326,Time,0.281562
CN,4,DD, Time,0.282,Dest,0
AP,Message,1
Message,N1,0.002683 delay,0.281562 0.284245
AP,Message,1
Message,N2,0.005143 delay,0.281562 0.286705
AP,Message,1
Message,N3,0.007444 delay,0.281562 0.289005
N01,Temperature,28.654618,Time,0.291562
CN,1,DD, Time,0.292,Dest,0
N02,Temperature,27.138624,Time,0.291562
CN,2,DD, Time,0.292,Dest,0
N03,Temperature,23.695630,Time,0.291562
CN,3,DD, Time,0.292,Dest,0
N04,Temperature,32.689956,Time,0.291562
CN,4,DD, Time,0.292,Dest,0
AP,Message,1
Message,N3,0.002802 delay,0.291562 0.294364
AP,Message,1
Message,N2,0.004883 delay,0.291562 0.296445
AP,Message,1
Message,N1,0.007563 delay,0.291562 0.299125
N01,Temperature,13.647084,Time,0.301562
CN,1,DD, Time,0.302,Dest,0
N02,Temperature,16.840419,Time,0.301562
CN,2,DD, Time,0.302,Dest,0
N03,Temperature,24.920402,Time,0.301562
CN,3,DD, Time,0.302,Dest,0
N04,Temperature,30.778890,Time,0.301562
CN,4,DD, Time,0.302,Dest,0
AP,Message,1
Message,N1,0.002196 delay,0.301562 0.303758
AP,Message,1
Message,N2,0.004137 delay,0.301562 0.305699
AP,Message,1
Message,N3,0.006077 delay,0.301562 0.307639
N01,Temperature,16.784932,Time,0.311562
CN,1,DD, Time,0.312,Dest,0
N02,Temperature,26.882331,Time,0.311562
CN,2,DD, Time,0.312,Dest,0
N03,Temperature,27.921449,Time,0.311562
CN,3,DD, Time,0.312,Dest,0
N04,Temperature,24.473423,Time,0.311562
CN,4,DD, Time,0.312,Dest,0
AP,Message,1
Message,N1,0.001796 delay,0.311562 0.313358
AP,Message,1
Message,N2,0.003817 delay,0.311562 0.315379
AP,Message,1
Message,N3,0.006017 delay,0.311562 0.317579
N01,Temperature,23.714064,Time,0.321562
CN,1,DD, Time,0.322,Dest,0
N02,Temperature,19.823292,Time,0.321562
CN,2,DD, Time,0.322,Dest,0
N03,Temperature,26.489787,Time,0.321562
CN,3,DD, Time,0.322,Dest,0
N04,Temperature,25.417941,Time,0.321562
CN,4,DD, Time,0.322,Dest,0
AP,Message,1
Message,N3,0.001896 delay,0.321562 0.323458
AP,Message,1
Message,N1,0.003957 delay,0.321562 0.325519
AP,Message,1
Message,N2,0.005997 delay,0.321562 0.327559
N01,Temperature,29.674893,Time,0.331562
CN,1,DD, Time,0.332,Dest,0
N02,Temperature,26.838042,Time,0.331562
CN,2,DD, Time,0.332,Dest,0
N03,Temperature,29.039048,Time,0.331562
CN,3,DD, Time,0.332,Dest,0
N04,Temperature,31.978322,Time,0.331562
CN,4,DD, Time,0.332,Dest,0
AP,Message,1
Message,N1,0.001816 delay,0.331562 0.333378
AP,Message,1
Message,N2,0.004077 delay,0.331562 0.335639
AP,Message,1
Message,N3,0.006097 delay,0.331562 0.337659
N01,Temperature,25.837517,Time,0.341562
CN,1,DD, Time,0.342,Dest,0
N02,Temperature,28.572154,Time,0.341562
CN,2,DD, Time,0.342,Dest,0
N03,Temperature,33.312192,Time,0.341562
CN,3,DD, Time,0.342,Dest,0
N04,Temperature,19.702204,Time,0.341562
CN,4,DD, Time,0.342,Dest,0
AP,Message,1
Message,N1,0.001696 delay,0.341562 0.343258
AP,Message,1
Message,N3,0.003937 delay,0.341562 0.345499
AP,Message,1
Message,N2,0.005977 delay,0.341562 0.347539
N01,Temperature,28.617190,Time,0.351562
CN,1,DD, Time,0.352,Dest,0
N02,Temperature,26.037744,Time,0.351562
CN,2,DD, Time,0.352,Dest,0
N03,Temperature,26.414246,Time,0.351562
CN,3,DD, Time,0.352,Dest,0
